StockCode,Selling Price,Purchase Price,Unit Profit,infoID
21625,6.95,5.79,1.16,811
18096C,2.55,2.12,0.42,812
85147,4.95,4.12,0.83,813
37444C,2.95,2.46,0.49,814
85055,3.75,3.12,0.62,815
85028L,7.95,6.62,1.33,816
85028S,4.95,4.12,0.83,817
21214,1.45,1.21,0.24,818
84985B,1.45,1.21,0.24,819
84985A,1.45,1.21,0.24,820
47021G,1.25,1.04,0.21,821
21911,1.65,1.38,0.27,822
21070,1.25,1.04,0.21,823
21066,1.25,1.04,0.21,824
21069,1.25,1.04,0.21,825
21986,0.29,0.24,0.05,826
22325,4.95,4.12,0.83,827
20940,2.95,2.46,0.49,828
72798C,1.65,1.38,0.27,829
40018F,1.95,1.62,0.32,830
40018E,1.95,1.62,0.32,831
85176,0.85,0.71,0.14,832
21893,4.25,3.54,0.71,833
21745,3.75,3.12,0.62,834
17084J,0.21,0.18,0.04,835
71279,2.95,2.46,0.49,836
21417,2.1,1.75,0.35,837
22088,2.95,2.46,0.49,838
22093,1.25,1.04,0.21,839
84288B,1.95,1.62,0.32,840
35924,2.1,1.75,0.35,841
20941,1.25,1.04,0.21,842
21553,5.95,4.96,0.99,843
21554,5.95,4.96,0.99,844
22215,8.5,7.08,1.42,845
21260,3.25,2.71,0.54,846
21015,0.85,0.71,0.14,847
21014,0.85,0.71,0.14,848
21917,0.42,0.35,0.07,849
22069,1.65,1.38,0.27,850
47591C,1.95,1.62,0.32,851
21743,2.95,2.46,0.49,852
21744,2.95,2.46,0.49,853
21385,0.85,0.71,0.14,854
85099F,1.95,1.62,0.32,855
35001G,4.25,3.54,0.71,856
84855,4.95,4.12,0.83,857
84854,4.95,4.12,0.83,858
21216,4.95,4.12,0.83,859
21243,1.69,1.41,0.28,860
21155,2.1,1.75,0.35,861
21412,2.1,1.75,0.35,862
72799F,2.95,2.46,0.49,863
72799E,2.95,2.46,0.49,864
72799C,2.95,2.46,0.49,865
21499,0.42,0.35,0.07,866
21246,4.95,4.12,0.83,867
21247,1.49,1.24,0.25,868
85136C,7.95,6.62,1.33,869
21218,3.75,3.12,0.62,870
21975,0.55,0.46,0.09,871
21213,0.55,0.46,0.09,872
72799B,2.95,2.46,0.49,873
84970L,0.95,0.79,0.16,874
21768,14.95,12.46,2.49,875
84984D,4.25,3.54,0.71,876
84773,2.95,2.46,0.49,877
84601A,2.95,2.46,0.49,878
85174,4.95,4.12,0.83,879
71028B,1.65,1.38,0.27,880
84755,0.65,0.54,0.11,881
72140F,0.42,0.35,0.07,882
84950,0.85,0.71,0.14,883
85175,0.42,0.35,0.07,884
72487,0.38,0.32,0.06,885
84360,4.65,3.88,0.77,886
21335,21.95,18.29,3.66,887
35001W,2.95,2.46,0.49,888
84396,1.95,1.62,0.32,889
72753A,2.1,1.75,0.35,890
72750C,1.95,1.62,0.32,891
85211,1.65,1.38,0.27,892
84341B,0.85,0.71,0.14,893
22211,1.65,1.38,0.27,894
22283,7.95,6.62,1.33,895
22187,4.25,3.54,0.71,896
21735,12.75,10.62,2.12,897
22120,9.95,8.29,1.66,898
48189,6.75,5.62,1.12,899
48116,6.75,5.62,1.12,900
21257,7.95,6.62,1.33,901
21767,29.95,24.96,4.99,902
85068,7.95,6.62,1.33,903
22171,8.5,7.08,1.42,904
72349B,2.1,1.75,0.35,905
84596K,1.25,1.04,0.21,906
84596E,1.25,1.04,0.21,907
84596G,1.25,1.04,0.21,908
37448,1.49,1.24,0.25,909
37447,1.49,1.24,0.25,910
22055,1.65,1.38,0.27,911
22062,2.95,2.46,0.49,912
84596B,1.25,1.04,0.21,913
22347,1.25,1.04,0.21,914
84507C,2.55,2.12,0.42,915
84508A,2.55,2.12,0.42,916
79302M,2.95,2.46,0.49,917
37502,2.95,2.46,0.49,918
84534B,0.85,0.71,0.14,919
84535B,0.65,0.54,0.11,920
84536B,0.42,0.35,0.07,921
17012A,5.17,4.31,0.86,922
17129D,1.7,1.42,0.28,923
20616,4.3,3.58,0.72,924
20618,4.3,3.58,0.72,925
20652,2.57,2.14,0.43,926
20654,2.57,2.14,0.43,927
20659,2.57,2.14,0.43,928
20674,2.57,2.14,0.43,929
20694,7.78,6.48,1.3,930
20714,2.57,2.14,0.43,931
20729,2.57,2.14,0.43,932
20739,8.65,7.21,1.44,933
20761,7.78,6.48,1.3,934
20780,11.26,9.38,1.88,935
20783,11.26,9.38,1.88,936
20798,4.3,3.58,0.72,937
20799,4.3,3.58,0.72,938
20832,1.7,1.42,0.28,939
20863,4.3,3.58,0.72,940
20865,4.3,3.58,0.72,941
20886,4.3,3.58,0.72,942
20888,6.04,5.03,1.01,943
20903,13.0,10.83,2.17,944
20980,2.57,2.14,0.43,945
20991,1.3,1.08,0.22,946
21012,4.3,3.58,0.72,947
21025,2.57,2.14,0.43,948
21055,17.35,14.46,2.89,949
21064,12.13,10.11,2.02,950
21108,5.17,4.31,0.86,951
21110,13.87,11.56,2.31,952
21116,8.65,7.21,1.44,953
21134,26.04,21.7,4.34,954
21145,14.74,12.28,2.46,955
21154,2.57,2.14,0.43,956
21160,3.43,2.86,0.57,957
21164,6.04,5.03,1.01,958
21165,4.3,3.58,0.72,959
21173,4.3,3.58,0.72,960
21185,13.0,10.83,2.17,961
21191,4.3,3.58,0.72,962
21198,3.43,2.86,0.57,963
21249,6.04,5.03,1.01,964
21251,6.04,5.03,1.01,965
21255,3.43,2.86,0.57,966
21256,3.43,2.86,0.57,967
21259,13.0,10.83,2.17,968
21266,4.3,3.58,0.72,969
21283,6.91,5.76,1.15,970
21284,3.43,2.86,0.57,971
21291,1.7,1.42,0.28,972
21328,3.43,2.86,0.57,973
21330,3.43,2.86,0.57,974
21348,6.04,5.03,1.01,975
21396,3.43,2.86,0.57,976
21444,7.78,6.48,1.3,977
21445,2.57,2.14,0.43,978
21494,5.17,4.31,0.86,979
21506,0.86,0.72,0.14,980
21519,0.86,0.72,0.14,981
21520,0.86,0.72,0.14,982
21529,6.04,5.03,1.01,983
21541,1.7,1.42,0.28,984
21542,1.7,1.42,0.28,985
21543,1.7,1.42,0.28,986
21557,6.04,5.03,1.01,987
21626,4.3,3.58,0.72,988
21642,1.7,1.42,0.28,989
21643,2.57,2.14,0.43,990
21647,4.3,3.58,0.72,991
21648,2.57,2.14,0.43,992
10123C,1.3,1.08,0.22,993
10123G,1.7,1.42,0.28,994
10125,1.7,1.42,0.28,995
11001,3.43,2.86,0.57,996
15034,0.83,0.69,0.14,997
15044C,6.04,5.03,1.01,998
15044D,6.04,5.03,1.01,999
15059A,13.0,10.83,2.17,1000
21679,1.7,1.42,0.28,1001
21687,8.65,7.21,1.44,1002
21688,6.04,5.03,1.01,1003
21694,6.04,5.03,1.01,1004
21704,1.7,1.42,0.28,1005
21719,1.7,1.42,0.28,1006
21721,1.7,1.42,0.28,1007
21722,1.7,1.42,0.28,1008
21725,1.7,1.42,0.28,1009
21746,2.57,2.14,0.43,1010
21773,2.57,2.14,0.43,1011
21808,7.78,6.48,1.3,1012
21843,21.7,18.08,3.62,1013
21883,1.7,1.42,0.28,1014
21897,6.04,5.03,1.01,1015
21899,1.7,1.42,0.28,1016
21935,3.43,2.86,0.57,1017
21942,1.7,1.42,0.28,1018
21945,1.7,1.42,0.28,1019
22054,3.43,2.86,0.57,1020
22108,7.78,6.48,1.3,1021
84380,2.57,2.14,0.43,1022
22117,6.04,5.03,1.01,1023
22133,1.7,1.42,0.28,1024
22135,0.87,0.72,0.15,1025
22141,4.3,3.58,0.72,1026
22144,4.3,3.58,0.72,1027
22149,4.3,3.58,0.72,1028
22173,6.04,5.03,1.01,1029
22177,21.7,18.08,3.62,1030
22198,3.43,2.86,0.57,1031
22208,3.43,2.86,0.57,1032
22224,6.04,5.03,1.01,1033
22261,1.7,1.42,0.28,1034
22262,1.7,1.42,0.28,1035
22286,3.43,2.86,0.57,1036
22288,2.57,2.14,0.43,1037
22289,2.57,2.14,0.43,1038
22311,8.65,7.21,1.44,1039
22312,8.65,7.21,1.44,1040
22324,10.39,8.66,1.73,1041
30086C,1.7,1.42,0.28,1042
35004S,13.0,10.83,2.17,1043
35471A,2.57,2.14,0.43,1044
35471D,2.57,2.14,0.43,1045
35594,1.7,1.42,0.28,1046
35598B,6.91,5.76,1.15,1047
35599D,6.04,5.03,1.01,1048
35600D,21.7,18.08,3.62,1049
35961,1.7,1.42,0.28,1050
37422,1.7,1.42,0.28,1051
37462B,0.86,0.72,0.14,1052
37464,2.57,2.14,0.43,1053
37489C,4.3,3.58,0.72,1054
37508,5.17,4.31,0.86,1055
47471,1.52,1.27,0.25,1056
47587A,1.7,1.42,0.28,1057
47598,1.3,1.08,0.22,1058
51014A,1.7,1.42,0.28,1059
51014C,1.7,1.42,0.28,1060
71143,2.57,2.14,0.43,1061
72051S,0.86,0.72,0.14,1062
72598,1.7,1.42,0.28,1063
72800A,5.17,4.31,0.86,1064
72802C,8.65,7.21,1.44,1065
72807A,8.65,7.21,1.44,1066
72807B,8.65,7.21,1.44,1067
72807C,8.65,7.21,1.44,1068
77081,2.57,2.14,0.43,1069
79026B,2.57,2.14,0.43,1070
79030A,13.0,10.83,2.17,1071
79160,3.43,2.86,0.57,1072
79164,21.7,18.08,3.62,1073
79303D,6.04,5.03,1.01,1074
82076,3.43,2.86,0.57,1075
82093,3.43,2.86,0.57,1076
82553,3.43,2.86,0.57,1077
82578,1.3,1.08,0.22,1078
82583,4.3,3.58,0.72,1079
82607C,2.57,2.14,0.43,1080
82613B,2.57,2.14,0.43,1081
84006,1.7,1.42,0.28,1082
84030C,7.78,6.48,1.3,1083
84251G,0.86,0.72,0.14,1084
84279B,8.65,7.21,1.44,1085
84313B,17.35,14.46,2.89,1086
84378,2.57,2.14,0.43,1087
84459A,3.43,2.86,0.57,1088
84510B,2.57,2.14,0.43,1089
84535A,1.52,1.27,0.25,1090
84536A,0.83,0.69,0.14,1091
84558A,6.04,5.03,1.01,1092
84673B,1.3,1.08,0.22,1093
84686,8.65,7.21,1.44,1094
84750A,4.3,3.58,0.72,1095
84877B,3.43,2.86,0.57,1096
84902,4.3,3.58,0.72,1097
84926C,2.57,2.14,0.43,1098
84931A,5.17,4.31,0.86,1099
84937,11.26,9.38,1.88,1100
84944,7.78,6.48,1.3,1101
85015,2.57,2.14,0.43,1102
85016,2.57,2.14,0.43,1103
85017A,0.83,0.69,0.14,1104
85017C,0.83,0.69,0.14,1105
85026B,1.7,1.42,0.28,1106
85031A,3.43,2.86,0.57,1107
85031B,3.43,2.86,0.57,1108
85031C,3.43,2.86,0.57,1109
85033G,4.3,3.58,0.72,1110
85034B,8.65,7.21,1.44,1111
85039A,3.43,2.86,0.57,1112
85086A,1.7,1.42,0.28,1113
85112,2.57,2.14,0.43,1114
85114B,3.43,2.86,0.57,1115
85116,1.7,1.42,0.28,1116
85124A,5.17,4.31,0.86,1117
85129D,2.57,2.14,0.43,1118
85130A,3.43,2.86,0.57,1119
85135B,8.65,7.21,1.44,1120
85136A,8.65,7.21,1.44,1121
85180B,9.52,7.93,1.59,1122
85184C,6.04,5.03,1.01,1123
85184D,6.04,5.03,1.01,1124
85185B,6.04,5.03,1.01,1125
85185D,6.04,5.03,1.01,1126
85186A,0.83,0.69,0.14,1127
85186C,0.83,0.69,0.14,1128
85199S,0.83,0.69,0.14,1129
85217,7.78,6.48,1.3,1130
90000D,6.5,5.42,1.08,1131
90005A,2.16,1.8,0.36,1132
90039D,3.9,3.25,0.65,1133
90040D,3.9,3.25,0.65,1134
90081C,5.2,4.33,0.87,1135
90120C,4.33,3.61,0.72,1136
90158,5.2,4.33,0.87,1137
90171,1.29,1.08,0.21,1138
90175C,9.55,7.96,1.59,1139
90184B,9.55,7.96,1.59,1140
90188,2.59,2.16,0.43,1141
90192,5.2,4.33,0.87,1142
90206C,5.2,4.33,0.87,1143
90208,2.59,2.16,0.43,1144
DCGS0058,0.83,0.69,0.14,1145
DCGS0068,8.65,7.21,1.44,1146
85090,4.65,3.88,0.77,1147
21121,1.25,1.04,0.21,1148
90167,0.85,0.71,0.14,1149
72023F,1.25,1.04,0.21,1150
85172,0.42,0.35,0.07,1151
21469,3.75,3.12,0.62,1152
21898,2.95,2.46,0.49,1153
20771,2.55,2.12,0.42,1154
72815,3.75,3.12,0.62,1155
47504G,1.25,1.04,0.21,1156
84986B,1.45,1.21,0.24,1157
20684,3.25,2.71,0.54,1158
85006,2.95,2.46,0.49,1159
85199L,0.65,0.54,0.11,1160
21556,2.55,2.12,0.42,1161
82081,8.5,7.08,1.42,1162
47504E,1.25,1.04,0.21,1163
84934,0.85,0.71,0.14,1164
21877,1.25,1.04,0.21,1165
21398,2.1,1.75,0.35,1166
16161U,0.42,0.35,0.07,1167
21497,0.42,0.35,0.07,1168
22051,0.42,0.35,0.07,1169
22116,2.95,2.46,0.49,1170
21042,5.95,4.96,0.99,1171
20615,4.3,3.58,0.72,1172
20887,7.78,6.48,1.3,1173
20913,6.04,5.03,1.01,1174
21560,2.55,2.12,0.42,1175
35004G,13.0,10.83,2.17,1176
35832,13.0,10.83,2.17,1177
71053,8.65,7.21,1.44,1178
72529W,4.3,3.58,0.72,1179
79072,17.35,14.46,2.89,1180
84797B,11.26,9.38,1.88,1181
22165,26.04,21.7,4.34,1182
22166,16.48,13.73,2.75,1183
37340,8.65,7.21,1.44,1184
84872A,11.26,9.38,1.88,1185
84873A,11.26,9.38,1.88,1186
21192,3.43,2.86,0.57,1187
84797A,11.26,9.38,1.88,1188
18098C,5.17,4.31,0.86,1189
20661,6.04,5.03,1.01,1190
79070B,11.26,9.38,1.88,1191
21478,7.78,6.48,1.3,1192
22058,3.43,2.86,0.57,1193
22308,5.17,4.31,0.86,1194
47518F,4.3,3.58,0.72,1195
21153,21.7,18.08,3.62,1196
21189,3.43,2.86,0.57,1197
21307,3.43,2.86,0.57,1198
35004C,13.0,10.83,2.17,1199
17181,5.17,4.31,0.86,1200
21596,4.3,3.58,0.72,1201
21658,8.65,7.21,1.44,1202
35965,6.04,5.03,1.01,1203
84796B,8.65,7.21,1.44,1204
85040A,3.43,2.86,0.57,1205
85127,10.39,8.66,1.73,1206
85164B,26.04,21.7,4.34,1207
21349,13.87,11.56,2.31,1208
21914,6.04,5.03,1.01,1209
21200,3.43,2.86,0.57,1210
21201,5.17,4.31,0.86,1211
21419,7.78,6.48,1.3,1212
22136,3.43,2.86,0.57,1213
84705B,3.43,2.86,0.57,1214
84767,11.26,9.38,1.88,1215
20784,78.22,65.18,13.04,1216
21157,4.3,3.58,0.72,1217
22200,8.65,7.21,1.44,1218
84509C,7.78,6.48,1.3,1219
84951B,5.17,4.31,0.86,1220
22193,17.35,14.46,2.89,1221
22340,3.43,2.86,0.57,1222
35793,6.04,5.03,1.01,1223
37482P,17.35,14.46,2.89,1224
79321,10.39,8.66,1.73,1225
85114C,3.43,2.86,0.57,1226
21820,7.78,6.48,1.3,1227
22318,6.04,5.03,1.01,1228
46000P,4.25,3.54,0.71,1229
46000M,1.55,1.29,0.26,1230
21685,14.95,12.46,2.49,1231
84658,6.95,5.79,1.16,1232
21692,3.75,3.12,0.62,1233
21691,3.75,3.12,0.62,1234
90199B,6.35,5.29,1.06,1235
21814,1.45,1.21,0.24,1236
47570B,10.65,8.88,1.78,1237
20658,1.25,1.04,0.21,1238
21355,1.25,1.04,0.21,1239
72814,3.75,3.12,0.62,1240
85125,4.95,4.12,0.83,1241
85126,6.75,5.62,1.12,1242
21795,12.75,10.62,2.12,1243
21796,12.75,10.62,2.12,1244
15036,0.65,0.54,0.11,1245
21742,5.95,4.96,0.99,1246
21221,1.25,1.04,0.21,1247
84559B,0.85,0.71,0.14,1248
84559D,0.85,0.71,0.14,1249
15056P,5.95,4.96,0.99,1250
84199,0.21,0.18,0.04,1251
17003,0.21,0.18,0.04,1252
16238,0.21,0.18,0.04,1253
35085E,1.25,1.04,0.21,1254
10120,0.21,0.18,0.04,1255
17164B,0.42,0.35,0.07,1256
20723,0.85,0.71,0.14,1257
47503K,1.95,1.62,0.32,1258
47503J,7.95,6.62,1.33,1259
47556B,2.95,2.46,0.49,1260
84987,1.45,1.21,0.24,1261
85008,4.95,4.12,0.83,1262
84709B,5.95,4.96,0.99,1263
35095A,0.42,0.35,0.07,1264
82581,0.55,0.46,0.09,1265
20830,2.1,1.75,0.35,1266
35095B,0.42,0.35,0.07,1267
20831,2.1,1.75,0.35,1268
84533B,5.95,4.96,0.99,1269
84792,4.65,3.88,0.77,1270
21272,1.25,1.04,0.21,1271
84406B,3.25,2.71,0.54,1272
22214,2.55,2.12,0.42,1273
90010E,8.95,7.46,1.49,1274
90178A,11.95,9.96,1.99,1275
84814B,1.95,1.62,0.32,1276
85036B,4.25,3.54,0.71,1277
79328,1.65,1.38,0.27,1278
22044,0.42,0.35,0.07,1279
21112,2.95,2.46,0.49,1280
21111,2.95,2.46,0.49,1281
85034A,4.25,3.54,0.71,1282
21640,0.85,0.71,0.14,1283
20716,1.25,1.04,0.21,1284
20730,1.25,1.04,0.21,1285
22167,9.95,8.29,1.66,1286
37343,1.65,1.38,0.27,1287
22231,1.45,1.21,0.24,1288
21031,1.25,1.04,0.21,1289
21589,2.55,2.12,0.42,1290
20770,2.55,2.12,0.42,1291
22023,0.42,0.35,0.07,1292
21839,5.45,4.54,0.91,1293
20776,1.65,1.38,0.27,1294
20679,5.95,4.96,0.99,1295
22191,8.5,7.08,1.42,1296
22192,8.5,7.08,1.42,1297
82597,2.1,1.75,0.35,1298
40016,0.42,0.35,0.07,1299
15044B,2.95,2.46,0.49,1300
79323GR,6.75,5.62,1.12,1301
79323B,6.75,5.62,1.12,1302
79323G,6.75,5.62,1.12,1303
84358,8.49,7.08,1.42,1304
22101,1.85,1.54,0.31,1305
84920,3.75,3.12,0.62,1306
21811,1.25,1.04,0.21,1307
16156S,0.42,0.35,0.07,1308
20765,2.95,2.46,0.49,1309
21137,3.39,2.82,0.56,1310
22246,1.95,1.62,0.32,1311
51008,3.45,2.88,0.57,1312
21107,2.95,2.46,0.49,1313
84509B,3.75,3.12,0.62,1314
22339,0.65,0.54,0.11,1315
21810,1.25,1.04,0.21,1316
79534,0.55,0.46,0.09,1317
82615,2.55,2.12,0.42,1318
21354,1.05,0.88,0.17,1319
22095,1.25,1.04,0.21,1320
20934,4.95,4.12,0.83,1321
21610,2.55,2.12,0.42,1322
72802A,3.81,3.18,0.63,1323
85220,1.45,1.21,0.24,1324
21341,4.25,3.54,0.71,1325
21323,3.75,3.12,0.62,1326
21504,0.42,0.35,0.07,1327
21340,12.75,10.62,2.12,1328
21347,5.95,4.96,0.99,1329
84947,1.25,1.04,0.21,1330
22184,8.5,7.08,1.42,1331
71459,0.85,0.71,0.14,1332
84371,19.95,16.62,3.32,1333
21734,3.75,3.12,0.62,1334
22181,0.85,0.71,0.14,1335
21448,1.65,1.38,0.27,1336
22322,0.85,0.71,0.14,1337
84795C,7.95,6.62,1.33,1338
21304,12.75,10.62,2.12,1339
21752,14.95,12.46,2.49,1340
35649,3.35,2.79,0.56,1341
35646,4.25,3.54,0.71,1342
35651,7.95,6.62,1.33,1343
35648,2.95,2.46,0.49,1344
16212,0.65,0.54,0.11,1345
35096A,0.42,0.35,0.07,1346
85222,2.1,1.75,0.35,1347
85230F,0.29,0.24,0.05,1348
21286,2.55,2.12,0.42,1349
21359,15.95,13.29,2.66,1350
22216,0.85,0.71,0.14,1351
85065,9.95,8.29,1.66,1352
21703,0.36,0.3,0.06,1353
21205,2.1,1.75,0.35,1354
84692,0.42,0.35,0.07,1355
22049,0.42,0.35,0.07,1356
84926B,1.25,1.04,0.21,1357
21464,4.25,3.54,0.71,1358
20668,0.1,0.08,0.02,1359
21009,1.25,1.04,0.21,1360
84562B,7.95,6.62,1.33,1361
75049L,1.25,1.04,0.21,1362
22148,1.95,1.62,0.32,1363
84078A,34.95,29.13,5.82,1364
20772,2.55,2.12,0.42,1365
21709,4.95,4.12,0.83,1366
22278,4.95,4.12,0.83,1367
84925E,2.55,2.12,0.42,1368
84925A,2.55,2.12,0.42,1369
21739,2.95,2.46,0.49,1370
47503F,1.65,1.38,0.27,1371
90042B,2.55,2.12,0.42,1372
90042A,2.55,2.12,0.42,1373
84989A,0.55,0.46,0.09,1374
85113,2.1,1.75,0.35,1375
85107,2.55,2.12,0.42,1376
20976,0.65,0.54,0.11,1377
85049F,1.25,1.04,0.21,1378
85170C,2.1,1.75,0.35,1379
85039B,1.65,1.38,0.27,1380
21078,0.85,0.71,0.14,1381
21981,0.29,0.24,0.05,1382
17109A,1.69,1.41,0.28,1383
17109C,1.69,1.41,0.28,1384
20998,2.95,2.46,0.49,1385
21645,1.65,1.38,0.27,1386
21026,1.25,1.04,0.21,1387
22344,0.85,0.71,0.14,1388
22346,0.85,0.71,0.14,1389
22345,0.85,0.71,0.14,1390
22343,0.85,0.71,0.14,1391
17084R,0.21,0.18,0.04,1392
21838,5.45,4.54,0.91,1393
21983,0.29,0.24,0.05,1394
85135A,7.95,6.62,1.33,1395
79191C,0.85,0.71,0.14,1396
72796A,1.65,1.38,0.27,1397
72796B,1.65,1.38,0.27,1398
85035C,4.25,3.54,0.71,1399
85035A,4.25,3.54,0.71,1400
20869,1.25,1.04,0.21,1401
79190B,0.42,0.35,0.07,1402
90214S,1.25,1.04,0.21,1403
90214J,1.25,1.04,0.21,1404
16258B,0.42,0.35,0.07,1405
20986,1.25,1.04,0.21,1406
20985,1.25,1.04,0.21,1407
37348,2.55,2.12,0.42,1408
72817,1.25,1.04,0.21,1409
22279,2.1,1.75,0.35,1410
21992,2.95,2.46,0.49,1411
18097B,2.55,2.12,0.42,1412
85221,1.25,1.04,0.21,1413
84526,1.95,1.62,0.32,1414
22096,1.25,1.04,0.21,1415
85088,2.1,1.75,0.35,1416
37474,9.95,8.29,1.66,1417
21933,2.95,2.46,0.49,1418
21932,2.95,2.46,0.49,1419
84532B,5.95,4.96,0.99,1420
21163,1.45,1.21,0.24,1421
21663,5.95,4.96,0.99,1422
72811,1.49,1.24,0.25,1423
22175,2.95,2.46,0.49,1424
22176,2.95,2.46,0.49,1425
84802B,1.69,1.41,0.28,1426
84597C,1.25,1.04,0.21,1427
84520D,0.85,0.71,0.14,1428
84925C,2.55,2.12,0.42,1429
82552,1.25,1.04,0.21,1430
21609,2.95,2.46,0.49,1431
21102,2.55,2.12,0.42,1432
20621,2.1,1.75,0.35,1433
21312,6.75,5.62,1.12,1434
21617,3.75,3.12,0.62,1435
22123,5.95,4.96,0.99,1436
22313,4.95,4.12,0.83,1437
82616C,2.95,2.46,0.49,1438
20686,3.25,2.71,0.54,1439
21253,2.95,2.46,0.49,1440
72803A,4.25,3.54,0.71,1441
47580,2.55,2.12,0.42,1442
35599B,8.49,7.08,1.42,1443
37501,6.95,5.79,1.16,1444
84968E,12.75,10.62,2.12,1445
84660C,3.75,3.12,0.62,1446
79065A,9.95,8.29,1.66,1447
37476,9.95,8.29,1.66,1448
22354,3.75,3.12,0.62,1449
84623,7.95,6.62,1.33,1450
84619,45.95,38.29,7.66,1451
21628,14.95,12.46,2.49,1452
79320,4.95,4.12,0.83,1453
22227,0.65,0.54,0.11,1454
84405A,12.75,10.62,2.12,1455
21729,3.25,2.71,0.54,1456
20889,2.95,2.46,0.49,1457
21327,1.65,1.38,0.27,1458
21425,2.95,2.46,0.49,1459
21614,2.95,2.46,0.49,1460
21135,1.69,1.41,0.28,1461
21106,2.55,2.12,0.42,1462
21007,1.45,1.21,0.24,1463
79329,1.65,1.38,0.27,1464
85103,6.75,5.62,1.12,1465
82616A,2.95,2.46,0.49,1466
16012,0.21,0.18,0.04,1467
84249D,0.42,0.35,0.07,1468
22202,3.75,3.12,0.62,1469
79192A,1.25,1.04,0.21,1470
22046,0.42,0.35,0.07,1471
17033,0.29,0.24,0.05,1472
21882,0.65,0.54,0.11,1473
21884,0.65,0.54,0.11,1474
21881,0.65,0.54,0.11,1475
21880,0.65,0.54,0.11,1476
79336,1.65,1.38,0.27,1477
22331,1.65,1.38,0.27,1478
85097B,3.75,3.12,0.62,1479
85111,1.25,1.04,0.21,1480
21507,0.42,0.35,0.07,1481
22157,0.85,0.71,0.14,1482
84952C,3.75,3.12,0.62,1483
21518,0.42,0.35,0.07,1484
84600,7.95,6.62,1.33,1485
84510C,1.25,1.04,0.21,1486
17109B,1.69,1.41,0.28,1487
20669,1.25,1.04,0.21,1488
21681,9.95,8.29,1.66,1489
84828,1.25,1.04,0.21,1490
10138,0.42,0.35,0.07,1491
35981C,1.25,1.04,0.21,1492
84510F,1.25,1.04,0.21,1493
20736,0.85,0.71,0.14,1494
85162C,1.95,1.62,0.32,1495
47579,2.1,1.75,0.35,1496
21337,2.95,2.46,0.49,1497
72484,1.25,1.04,0.21,1498
37494A,2.55,2.12,0.42,1499
20906,2.95,2.46,0.49,1500
85032A,2.1,1.75,0.35,1501
85018D,2.55,2.12,0.42,1502
84708B,4.95,4.12,0.83,1503
21391,2.1,1.75,0.35,1504
90035C,10.75,8.96,1.79,1505
90082A,6.35,5.29,1.06,1506
21077,0.85,0.71,0.14,1507
90035B,8.49,7.08,1.42,1508
79163,1.65,1.38,0.27,1509
72779,1.69,1.41,0.28,1510
85230G,0.29,0.24,0.05,1511
72024U,0.21,0.18,0.04,1512
84969,4.25,3.54,0.71,1513
22309,2.55,2.12,0.42,1514
21973,1.45,1.21,0.24,1515
35918B,1.25,1.04,0.21,1516
85032D,2.1,1.75,0.35,1517
20990,1.95,1.62,0.32,1518
35914,2.1,1.75,0.35,1519
47590A,5.45,4.54,0.91,1520
35610B,1.25,1.04,0.21,1521
85168B,9.95,8.29,1.66,1522
85168A,9.95,8.29,1.66,1523
21924,7.95,6.62,1.33,1524
84795E,7.95,6.62,1.33,1525
21937,2.95,2.46,0.49,1526
22047,0.42,0.35,0.07,1527
21676,0.85,0.71,0.14,1528
85226A,0.55,0.46,0.09,1529
78056,9.95,8.29,1.66,1530
21146,1.65,1.38,0.27,1531
22084,2.95,2.46,0.49,1532
85177,0.85,0.71,0.14,1533
22097,1.25,1.04,0.21,1534
90125E,2.1,1.75,0.35,1535
90129B,2.95,2.46,0.49,1536
21552,5.95,4.96,0.99,1537
84874B,1.65,1.38,0.27,1538
72754D,1.69,1.41,0.28,1539
20818,3.75,3.12,0.62,1540
18007,0.18,0.15,0.03,1541
85185C,2.95,2.46,0.49,1542
21551,5.95,4.96,0.99,1543
84497,3.75,3.12,0.62,1544
84625C,2.95,2.46,0.49,1545
47592A,2.1,1.75,0.35,1546
47593B,1.25,1.04,0.21,1547
21158,1.45,1.21,0.24,1548
47420,0.19,0.16,0.03,1549
22170,6.75,5.62,1.12,1550
37506,5.95,4.96,0.99,1551
22129,0.85,0.71,0.14,1552
21632,12.75,10.62,2.12,1553
47503G,1.25,1.04,0.21,1554
84620,5.95,4.96,0.99,1555
22341,1.65,1.38,0.27,1556
22342,1.65,1.38,0.27,1557
72818,0.85,0.71,0.14,1558
90148,12.75,10.62,2.12,1559
90139,4.95,4.12,0.83,1560
90203,7.5,6.25,1.25,1561
90180A,9.95,8.29,1.66,1562
90147,9.95,8.29,1.66,1563
90155,7.5,6.25,1.25,1564
84688,4.25,3.54,0.71,1565
21390,1.25,1.04,0.21,1566
35809B,2.1,1.75,0.35,1567
35810B,2.1,1.75,0.35,1568
90214A,1.25,1.04,0.21,1569
22061,9.95,8.29,1.66,1570
21972,1.45,1.21,0.24,1571
21211,1.45,1.21,0.24,1572
90002E,3.75,3.12,0.62,1573
90002B,3.75,3.12,0.62,1574
90002D,3.75,3.12,0.62,1575
90002C,3.75,3.12,0.62,1576
90175D,8.95,7.46,1.49,1577
90190A,2.95,2.46,0.49,1578
90072,3.75,3.12,0.62,1579
90073,4.95,4.12,0.83,1580
47570,10.65,8.88,1.78,1581
